# 
# 04/29/2024 08:35:00
# The parameters defined in the project are:
# ,P1 - P3@DS_FLAP_HEIGHT,P2 - P3@DS_LO_RIB_WIDTH1,P3 - P3@DS_LO_RIB_WIDTH2,P4 - P3@DS_LO_RIB_WIDTH3,P5 - P3@DS_LA_RIB_WIDTH1,P8 - Equivalent Stress Maximum [Pa],P9 - Equivalent Elastic Strain Maximum [m m^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P8,P9
DP 285,2.151,2.8499,1.6163,2.2148,2.4209,251990323.25348884,0.0035608401522040367
DP 286,2.0808,1.9032,2.2104,2.4072,2.9785,246328064.97977811,0.0034759643280671704
DP 287,2.1434,1.1489,2.8125,2.2351,2.0787,236356824.24486342,0.0033374449121765792
DP 288,1.9463,2.5451,1.0087,1.312,3.1485,334462307.12956178,0.0047114212065935135
DP 289,1.3833,2.1309,2.1498,2.9028,2.8763,245666929.222751,0.0034711430198512971
DP 290,1.6271,2.394,2.507,2.1497,2.2639,247284624.3943398,0.0034868739959266451
DP 291,2.0985,2.4895,2.4803,1.7927,1.8839,231096941.59606484,0.0032574842916801572
DP 292,1.2453,2.086,1.6875,2.3241,0.5303,289882656.21493214,0.0040896914433687925
DP 293,1.7441,2.4234,2.0612,2.0257,2.9596,261714703.13908258,0.0036968603264540432
DP 294,2.0128,1.1545,2.8305,2.5191,2.8303,239180082.12456143,0.0033804139238782227
DP 295,2.0543,2.4563,2.2874,1.8018,3.179,253051672.76989418,0.0035695237456820905
DP 296,1.9847,1.964,2.4613,2.0393,1.5261,257196076.07415932,0.0036274704034440219
DP 297,1.8437,1.4497,2.6952,2.4298,2.6179,245863301.60852426,0.0034727550577372313
DP 298,1.9772,2.4161,1.732,2.7366,1.49,257116984.91681957,0.0036290443191925683
DP 299,1.3276,1.3498,2.295,2.7665,2.6286,261783309.7667312,0.0036981774028390646
DP 300,1.7073,1.3843,2.8264,2.1447,2.0986,257882390.35628667,0.0036373905022628605
DP 301,1.8915,1.9644,2.171,2.5536,2.9632,248443281.44227087,0.0035058035049587489
DP 302,2.1458,2.7429,1.8876,1.6764,2.3063,252583414.77188471,0.0035593823148784313
DP 303,2.2453,1.7079,1.6199,2.1512,3.7736,265787540.81273812,0.0037539399636443704
DP 304,1.9206,2.1488,2.2683,2.2127,2.7821,249627730.56720373,0.0035254621761851013
DP 305,2.5555,2.4064,1.8458,1.4868,1.2034,256179812.12794968,0.0036204161588102579
DP 306,2.4086,2.3151,1.9879,2.0672,1.4436,239779908.62476638,0.0033821791876107454
DP 307,2.2276,2.3383,1.8175,2.3815,1.8025,246718583.6627264,0.0034849263675924805
DP 308,1.5973,2.4046,2.7624,1.6317,2.4364,242639499.11463481,0.0034211303107440473
DP 309,2.0288,2.8178,2.1572,1.5596,2.402,256326860.12956718,0.0036155818961560726
DP 310,2.2055,2.7653,1.5733,2.0187,3.0054,257882693.79271346,0.0036444737925194204
DP 311,1.8704,2.3887,2.1736,2.258,2.1778,247357926.6333636,0.0034920948091894388
DP 312,1.7571,2.0827,2.0907,2.5209,3.0566,250695369.74264377,0.0035403025103732944
DP 313,1.7131,2.4011,2.2306,2.2535,2.9183,248061727.779146,0.0035025747492909431
DP 314,1.7729,1.6177,2.722,2.5317,1.6664,244306956.79737085,0.0034478884481359273
DP 315,2.042,2.8774,2.1288,1.7343,2.7164,249469926.02494827,0.0035243433434516192
DP 316,2.2917,3.1174,1.3207,1.3295,2.9413,290037645.66443592,0.004092393476249916
DP 317,1.7895,2.3853,1.9862,2.6903,2.0892,247190853.61543784,0.0034895453427452594
DP 318,2.0818,2.6795,2.304,1.7535,2.1529,244156138.23300776,0.0034462223088161815
DP 319,2.1575,2.4807,1.3305,2.9133,2.2889,238840241.85739529,0.0033654854632914066
DP 320,2.2439,2.7437,1.9779,1.6122,2.9452,256254581.37681988,0.0036188869936657803
DP 321,2.0842,2.7411,1.4016,2.5911,1.7301,257933001.88759658,0.0036392628448083998
DP 322,2.0092,2.3076,2.2496,2.125,2.9812,247381135.59308162,0.0034888172056525947
DP 323,1.6261,2.0797,2.236,2.7505,0.9891,258876842.98396233,0.0036508374032564461
DP 324,1.0652,2.0535,2.4042,2.6529,1.8436,242018886.66040862,0.0034161615185439587
DP 325,1.804,2.6526,1.9896,2.2641,1.9727,249621546.26702052,0.0035224150342401117
DP 326,1.8796,2.7076,2.2772,1.8343,1.8288,239039786.04278526,0.0033692349679768085
DP 327,2.0946,1.5534,2.012,2.709,2.6881,237637923.92972887,0.003349294769577682
DP 328,2.1228,1.7932,2.3558,2.1628,2.1096,248987303.18882731,0.0035127772328754268
DP 329,2.0073,2.5355,2.1506,1.9735,2.623,247177431.96818364,0.0034885667523162234
DP 330,1.3383,2.152,2.5421,2.5468,2.1873,238129360.49095392,0.0033594787819311023
DP 331,2.1875,2.3139,2.0237,1.6808,1.2039,267922381.22940284,0.0037810385692864656
DP 332,1.7098,2.0734,2.121,2.5042,2.2035,252929018.0272105,0.0035698644060175866
DP 333,2.2615,2.2914,1.6957,2.358,2.3489,236453063.15801823,0.0033320578513666987
DP 334,2.0365,1.6976,1.9855,2.4688,3.0753,255933796.92751387,0.0036101594644909105
DP 335,2.422,2.6093,1.6428,1.7642,1.9921,241690002.11969632,0.0034062787114332118
DP 336,1.9236,1.3005,2.5648,2.186,3.2217,256892559.66562593,0.0036284036934375761
DP 337,2.0147,2.2491,2.434,1.824,3.0321,255564763.69401586,0.0036045123124495149
DP 338,2.1937,2.5003,1.3696,2.4985,2.5886,262941999.86476073,0.0037126338575035334
DP 339,1.7993,2.3183,2.2796,2.269,2.3406,248917271.65452433,0.0035120729719185168
DP 340,1.5408,2.4954,1.5547,1.8256,3.3225,298670548.00885051,0.0042168202344328165
DP 341,1.7393,2.3833,2.1506,2.2361,2.6432,254960213.55578744,0.0035952481492939922
DP 342,2.0111,2.5408,2.8327,1.3861,1.1454,234422046.86019257,0.0033043731935322286
DP 343,1.3935,1.9198,2.5,2.6086,2.0371,232566614.08110848,0.0032771454813579717
DP 344,1.5912,2.4219,2.0568,2.8205,2.2528,227154092.90779388,0.00319967659500738
DP 345,2.0673,2.3611,2.5784,1.4145,2.2255,250066142.95965981,0.0035257757796595493
DP 346,2.0564,2.2625,1.7589,2.7258,1.634,251101015.94520834,0.0035489642177708447
DP 347,1.9033,1.6765,2.4824,2.5953,1.6201,243527520.27468663,0.0034368975029792637
DP 348,1.9954,1.7338,2.037,2.6508,2.5004,254588131.84669149,0.0035986574366688728
DP 349,2.2388,2.8222,1.5465,2.2343,2.8223,236124212.2508285,0.0033268878081192574
DP 350,2.4764,2.0754,1.4937,1.9221,2.2563,247981981.65869954,0.00349383575043508
DP 351,1.8905,2.0843,1.9959,2.3164,3.8394,248106533.83706143,0.0035002968972548841
DP 352,1.4418,2.3941,1.8826,2.7056,2.09,250258497.583257,0.0035324229604818606
DP 353,2.3461,2.0685,1.5463,1.2564,1.7719,296581070.66135442,0.0041905622929334641
DP 354,1.8585,1.7529,2.0322,2.6215,3.4675,260566552.75344291,0.0036762967647518963
DP 355,1.788,2.5034,1.8585,2.0941,3.2095,267159877.94602698,0.0037751200143247843
DP 356,1.8516,2.4059,1.0911,2.8014,2.8483,278864608.74875474,0.00393420216278173
DP 357,2.2445,2.3239,1.4415,2.5164,2.2208,254056242.27505854,0.0035880468397711716
DP 358,2.2107,1.3109,1.8695,2.7399,2.2722,255908485.62821275,0.00361556897405535
DP 359,2.3159,1.4568,2.0847,2.3692,1.7609,253424995.08664903,0.0035731200727501084
DP 360,1.4237,1.5485,2.557,2.6573,3.1819,249268260.50227818,0.0035152168944478034
DP 361,2.3784,3.1446,1.7678,1.1622,3.1214,257549572.56488296,0.0036366390995681286
DP 362,2.2781,2.5094,1.9493,1.897,3.2776,244622775.15372223,0.003453211480518803
DP 363,2.1067,1.8503,2.1592,2.2544,2.8447,250054966.2051512,0.0035255032791090862
DP 364,1.8254,1.582,2.4506,2.4242,2.6399,240014685.40380868,0.0033821912948042154
DP 365,2.09,1.7327,2.0493,2.4519,2.5561,253019352.21034211,0.0035764015046879649
DP 366,1.306,2.4354,2.548,2.4141,1.648,239739097.30856428,0.0033842165430542082
DP 367,2.1412,1.8133,2.0202,2.3474,2.9558,251072989.8309325,0.0035476966761052607
DP 368,1.9066,3.3567,1.6355,3.221,3.0719,213802684.35428476,0.0030136507702991366
DP 369,2.2695,2.5303,1.8996,1.7484,1.8903,259403294.27098417,0.0036593224212992936
DP 370,1.9313,2.2436,2.1045,2.2563,2.0551,252696221.99768442,0.0035693718289787121
DP 371,2.6781,2.5397,0.8867,2.0067,2.8925,252393382.60665563,0.0035673194409658513
DP 372,1.8658,1.578,2.1742,2.8932,2.5153,245761678.45783404,0.0034671823668759316
DP 373,2.2535,2.0582,1.7712,1.9709,3.8043,257903125.43614632,0.0036438757088035345
DP 374,1.5596,2.192,2.4197,2.4173,2.3852,233880766.98068893,0.0032964932266622781
DP 375,2.0222,1.9885,2.2636,2.1747,2.751,250408448.65704229,0.0035341039130633526
DP 376,1.6397,1.3664,2.4134,2.6351,2.7132,260069424.07409069,0.0036752583109773695
DP 377,2.1784,1.7865,2.2766,2.0335,2.3426,252067121.02040124,0.0035611379717011005
DP 378,2.1142,2.3018,1.9949,2.0813,2.895,254447307.72154561,0.0035963646369054914
DP 379,1.7911,2.1368,1.8993,2.4446,2.8324,260930244.87361655,0.0036812356362740197
DP 380,1.8204,2.1678,2.4666,2.3167,1.7086,247689442.07189098,0.003500112856272608
DP 381,2.3444,1.9836,1.7363,2.0352,3.0144,259177572.04506859,0.0036639135214500129
DP 382,2.3173,2.1047,2.3911,1.004,2.8684,262310395.7124292,0.0037054494023323059
DP 383,2.0134,2.5865,0.9385,2.7384,2.4551,284544386.754088,0.004019401695889731
DP 384,1.5394,2.4223,2.5054,2.6716,1.3411,232386112.16192028,0.0032813087105751037
DP 385,1.5272,1.9748,2.3873,2.4598,2.4829,255163462.00762478,0.0035983393609058112
DP 386,1.5985,2.3444,2.879,1.8398,1.4884,231571032.87569031,0.0032633026712574065
DP 387,2.5071,2.1593,1.5517,1.5881,2.0744,264341620.33974922,0.0037343621370382607
DP 388,2.126,1.3655,2.1514,2.487,2.6418,256444710.9266499,0.003622612333856523
DP 389,2.127,2.8655,1.7922,1.9726,1.7579,256380870.00341639,0.0036204527132213116
DP 390,1.5184,2.3025,2.5165,2.0721,1.547,242890446.65151709,0.0034236672800034285
DP 391,1.8952,1.6668,2.1896,2.644,1.7332,241088148.7617169,0.0033961182634811848
DP 392,1.9957,2.3711,2.0725,2.2073,3.0031,244796761.26803273,0.003454884747043252
DP 393,1.4726,1.9836,1.7317,3.47,2.7253,253481394.9575735,0.0035776190260159118
DP 394,2.2975,2.7168,2.1152,1.0189,2.9903,267789614.47347325,0.0037839110009372234
DP 395,1.8747,2.4358,2.0822,2.0494,3.0741,250946875.24804956,0.0035463916675116005
DP 396,1.6993,2.5015,2.2569,2.2622,1.6188,247288902.14545497,0.0034907777638485036
DP 397,2.2907,1.8521,2.1355,1.9568,2.0562,253578472.3339884,0.0035812087880913168
DP 398,2.2164,2.4115,2.0292,1.9026,1.9202,249032600.66728657,0.0035162319254595786
DP 399,1.7266,2.3945,2.5551,1.7428,1.5835,255427283.15568516,0.0036055740848597554
DP 400,1.9673,2.173,1.573,2.5422,3.8352,248815681.07265291,0.0035063675022684038
DP 401,1.9318,2.325,2.5418,1.5896,2.862,255033962.89358795,0.0035966408438980581
DP 402,1.8249,1.7354,2.5163,2.1189,2.4253,257248766.49021441,0.003630663180956617
DP 403,1.7826,2.4224,2.2309,2.0874,1.8111,256692080.03705576,0.0036266946117393672
DP 404,1.5716,2.1748,2.0034,2.3217,2.3472,250076846.06415352,0.0035240902410199246
DP 405,1.4953,2.5897,1.9554,2.0479,1.9872,269617791.61718994,0.0038058523496147245
DP 406,2.1393,2.7512,1.8043,2.0206,2.7455,257009993.60376403,0.0036290354827152832
DP 407,1.6737,2.8197,1.9334,2.2205,1.9574,258893401.43784839,0.0036574176046997309
DP 408,2.0245,2.2126,2.031,2.2626,2.1837,260757602.826763,0.0036777849891223013
DP 409,1.6712,2.1901,2.1322,2.6593,2.8807,249832547.60529119,0.0035230956505984067
DP 410,1.9337,2.2145,2.5434,1.805,2.431,251605483.63147491,0.0035489085130393505
DP 411,1.8372,2.3287,1.9887,2.7168,1.8301,243723172.09633034,0.0034412390345500577
DP 412,2.0828,2.6571,1.7459,2.1949,3.1972,251294034.89153931,0.0035434638758978019
DP 413,2.4792,2.069,1.6631,1.4764,2.4942,268240350.12086043,0.0037891819141805173
DP 414,2.0202,1.2699,1.8533,2.8353,2.6742,265665988.929965,0.0037504755891859531
DP 415,2.1841,1.7609,1.9879,2.4017,2.3645,255314108.40842277,0.003608300001360476
DP 416,1.9103,2.8148,1.9454,1.7638,1.7496,265024541.54076427,0.0037381495866510603
DP 417,1.9245,2.2713,2.0398,2.2051,1.8255,258885635.4117341,0.0036505793221294882
DP 418,1.7946,1.7909,1.9409,2.7818,1.6565,259580270.52978775,0.0036664519866462797
DP 419,1.4225,2.4749,2.0135,2.1198,2.5788,259020710.5107694,0.0036529131078471742
DP 420,1.8088,1.9896,2.4171,2.1721,2.503,253544508.50250834,0.0035750474448182751
DP 421,1.2058,2.9134,1.5297,3.0065,2.9666,244587810.25405777,0.003455084412255221
DP 422,1.5383,2.479,2.1779,2.362,2.833,250979525.07791153,0.0035394580627325922
DP 423,1.9043,2.5626,1.7898,2.6477,1.8165,245559977.971935,0.0034654635108179515
DP 424,1.6347,2.2111,1.7356,2.8757,1.7089,264987279.1282841,0.003737785795237869
DP 425,2.0389,2.3054,2.3784,1.9868,2.5015,243962082.49632895,0.003443969280592033
DP 426,1.4944,2.2386,1.9995,2.2381,2.6033,268927260.77877223,0.0037919417954981327
DP 427,1.4029,2.363,2.7091,2.1171,2.5414,249513617.00478247,0.0035213298009087643
DP 428,2.1138,2.1851,1.8309,2.3471,2.9206,259221097.02939603,0.0036560722510330379
DP 429,2.2705,1.9661,1.7936,2.3492,2.5521,253280848.43788183,0.0035718962317332625
DP 430,2.1542,2.4169,1.5642,2.5048,2.8666,239170365.9864026,0.0033691892333860907
DP 431,2.0626,2.0399,2.065,2.3764,2.2495,249101373.44239441,0.0035185675136744977
DP 432,1.1908,2.7584,1.8154,2.4382,2.5159,259406353.10042801,0.0036646227235905826
DP 433,1.8072,2.5777,1.8497,2.0775,2.5523,267670223.55867764,0.0037820562720298767
DP 434,2.4116,2.3755,1.4574,2.0485,3.0631,258279361.49884436,0.003650207188911736
DP 435,2.2808,1.9559,1.9557,2.2868,2.1146,249594816.42585683,0.0035241862642578781
DP 436,2.1593,2.1521,2.2119,1.8122,2.163,259043103.95137489,0.0036615412682294846
DP 437,2.148,2.3159,2.2383,1.8267,2.3919,248477419.17941231,0.0035089346580207347
DP 438,2.1603,1.5385,2.3265,2.3672,2.5885,248673484.59847516,0.0035067905472325428
DP 439,1.594,2.8273,1.3426,2.7586,1.7845,264547852.02972856,0.0037339668488129973
DP 440,1.8015,2.7467,1.4496,3.1896,1.757,245297824.57582814,0.0034635575332989297
DP 441,2.0827,2.1254,1.4039,2.9451,1.8309,258062973.2228007,0.0036424360836723019
DP 442,2.2995,2.3931,1.7146,2.0234,2.448,257178249.28979355,0.0036335737677291036
DP 443,2.0818,3.4327,1.7841,2.0291,2.1592,244178603.02812526,0.0034467852674424648
DP 444,1.9583,3.0131,1.5734,2.3319,1.9716,256545052.83070862,0.0036240419372916221
DP 445,1.7531,2.9774,1.2959,2.7883,2.6236,261914413.38618267,0.0037000837037339807
DP 446,2.1296,2.0854,1.937,2.2643,0.9927,258743785.95697117,0.0036540009547024964
DP 447,2.1802,2.192,2.3959,1.6601,1.2468,254096652.41580132,0.0035893798805773256
DP 448,1.7523,2.3606,2.2774,3.1934,0.9852,223658636.11860955,0.0031567031465884712
DP 449,2.0494,1.7142,1.9046,2.6999,3.0561,252614528.29158792,0.0035642481719454131
DP 450,2.2623,2.1356,1.6365,2.378,3.2806,252219918.45823908,0.0035616441164165735
DP 451,1.6255,2.5823,1.8252,2.8444,1.5788,244721801.00809628,0.003450695046922192
DP 452,2.0903,1.9637,2.524,1.633,3.3099,253396109.31831747,0.0035802042111754417
DP 453,1.7158,2.3554,2.056,2.6367,1.7679,251580450.00029844,0.00354817695915699
DP 454,2.1485,1.4895,2.0609,2.548,3.837,250078638.25836343,0.0035344762145541608
DP 455,2.382,2.5571,1.6783,1.7845,3.068,253245601.95384517,0.0035725019406527281
DP 456,2.4217,2.4443,1.8098,1.611,2.4934,258489082.19233185,0.0036502011935226619
DP 457,1.332,1.8386,1.833,1.7462,1.9748,314785324.79265326,0.0044464218663051724
DP 458,1.5327,2.116,1.9155,2.9881,1.8845,250688706.35662314,0.0035398732870817184
DP 459,1.6274,2.396,2.2755,2.5199,1.5906,246964938.56240192,0.0034899466554634273
DP 460,2.2136,1.252,2.059,2.2397,1.237,274261606.1806246,0.0038708627980668098
DP 461,2.1691,2.7059,1.9441,1.9644,1.6091,249238498.29019791,0.0035225256449646419
DP 462,2.743,2.7854,1.2056,1.811,2.3943,237362127.29445207,0.0033520192373543978
DP 463,2.1204,1.2614,1.386,2.4002,1.7194,306557488.89742208,0.0043225965595671111
DP 464,0.5673,2.5357,2.6424,2.5847,2.2928,220800855.255693,0.00311321864137426
DP 465,1.9056,3.2427,2.0297,1.6136,3.4158,240748196.68727756,0.0033925321418792008
DP 466,2.2739,2.5789,1.9805,1.4899,3.3687,252602358.76617524,0.0035628943746401505
DP 467,1.297,2.487,2.9247,2.4796,2.0747,223300781.90726325,0.0031492675188928843
DP 468,1.9882,1.8254,2.0189,2.7782,2.8708,244639014.63018408,0.0034550809650681913
DP 469,2.4138,2.5423,1.8876,1.7366,1.7881,247474743.0351924,0.0034948021306523253
DP 470,1.8623,1.4639,2.3135,2.8563,2.9264,249899016.36937362,0.0035269636298633283
DP 471,1.9721,3.2264,1.3804,2.8751,2.0255,245392997.33577523,0.003468826568375031
DP 472,1.7951,1.8654,2.3292,2.3153,2.7015,253370167.03917471,0.0035805779625661671
DP 473,1.862,1.9857,2.3378,2.3084,2.1986,250983078.90016246,0.0035396342697952476
DP 474,1.6271,1.632,2.886,2.1876,2.3704,235328714.54240724,0.0033158010919578373
DP 475,1.9492,2.0944,2.0955,2.2863,2.5449,258543090.25416455,0.0036537697538733481
DP 476,1.7084,2.7243,1.8134,2.3288,2.6313,258096780.8422887,0.0036470936611294746
DP 477,2.358,1.3351,1.6412,2.6025,2.401,265108853.93111798,0.0037378970067948104
DP 478,2.1818,2.29,1.85,2.3567,2.0486,249185986.50716108,0.0035167042806278914
DP 479,2.2141,1.6164,1.9673,2.453,2.4581,253505185.74591193,0.0035782798991671632
DP 480,1.6833,1.8499,2.2236,2.6193,2.9486,249544192.78562322,0.00352400477277115
DP 481,1.6029,2.2081,2.4989,2.2033,2.2214,252821302.50011706,0.0035651369382523829
DP 482,2.2607,2.1172,1.3986,2.613,3.4051,250457120.08740464,0.0035373569407965988
DP 483,1.4769,2.5141,1.6361,3.0647,1.5681,243345709.707352,0.0034291554087152085
DP 484,2.303,1.9981,1.4522,2.8779,2.4823,248969774.52400267,0.0035131855402141809
DP 485,2.7502,2.2053,0.8491,2.4838,1.9381,255911489.63553587,0.0036099251980582872
DP 486,2.4424,2.2877,1.3429,2.3474,2.7014,255185842.5631552,0.0036061216378584504
DP 487,2.3196,2.2394,1.229,2.3889,2.9894,262533938.58685473,0.0037058028651194442
DP 488,2.2661,2.8318,1.5323,1.6624,2.1351,274221790.04326707,0.0038757399888709188
DP 489,2.1204,1.5175,2.2305,2.4639,2.1023,244970334.07981363,0.0034594338996192585
DP 490,2.0549,1.4471,2.0597,2.5734,2.7732,255945566.65764821,0.0036158514849375933
DP 491,2.3446,1.8957,1.5602,2.6179,2.1455,249661772.11147338,0.0035256876920660338
DP 492,1.3925,1.7302,2.5702,3.3382,2.6233,215032663.5887647,0.0030299420080458126
DP 493,1.9236,1.4745,2.4562,2.1029,2.6341,248811232.48833263,0.0035076110756822993
DP 494,2.0935,1.8916,2.2439,2.1927,1.7294,251867462.02008182,0.0035581077099777758
DP 495,2.0566,1.9877,2.0496,2.4097,3.0396,249152908.51958284,0.0035192784562241286
DP 496,2.162,2.513,1.5838,2.3843,2.4163,255412925.2291975,0.0036070069763809443
DP 497,2.1318,2.3485,1.3488,2.7692,2.8713,254465145.82598755,0.0035961921676062047
DP 498,2.1409,2.3082,2.0732,1.907,2.7312,255199508.38959637,0.0036067759501747787
DP 499,2.1886,1.3518,2.395,2.2381,3.0735,249737412.6244114,0.0035244177561253309
DP 500,2.1404,2.4543,2.1559,1.7208,2.6968,257380188.98829374,0.0036369576584547756
DP 501,1.7996,2.3881,2.1415,1.947,3.2621,261442160.04668874,0.0036946283071301877
DP 502,2.0677,2.495,1.7428,2.4015,2.5306,247060009.03523168,0.0034849764779210091
DP 503,2.0888,1.9943,2.3918,1.7788,2.7849,244513493.76250648,0.0034471928873764618
DP 504,2.0407,2.923,2.338,3.6286,1.6972,197755670.52011564,0.0027914520220032762
DP 505,2.1453,2.5429,1.9368,2.0319,1.8185,254136691.86659208,0.003586274067250391
DP 506,2.044,2.4917,2.1342,2.4325,1.7355,237278611.68795902,0.0033512453082948923
DP 507,1.9033,2.7655,1.8323,2.1928,1.9407,253349363.13616508,0.0035747616784647107
DP 508,1.8653,2.3684,2.0186,2.3549,2.3886,255678647.3472017,0.0036063909064978361
DP 509,1.9324,1.5383,2.3982,2.7437,2.3749,253584144.38877311,0.0035771693219430745
DP 510,1.7118,2.3764,2.2555,2.268,1.8834,249231641.57436225,0.0035171752970200032
DP 511,1.8577,2.0844,2.0157,2.6463,1.534,258494573.93771988,0.0036453573964536192
DP 512,2.207,2.837,1.8431,1.9585,1.8443,237311211.93285167,0.0033442590502090752
DP 513,1.9201,3.1684,1.8885,1.5406,1.5688,274781360.7666865,0.0038823366048745811
DP 514,2.0932,2.5484,2.0347,1.3864,2.0481,275208854.42939341,0.0038892699521966279
DP 515,2.0226,3.3075,2.168,1.2135,2.7424,251999819.80648398,0.0035571184707805514
DP 516,2.053,2.6088,2.0494,1.7708,2.3667,255893378.76601565,0.0036115793563011619
DP 517,1.505,2.3965,2.0015,2.5875,2.6216,260912542.35876468,0.0036798465298488736
DP 518,2.3618,1.9268,1.9377,2.1132,2.603,247795169.37286547,0.0035026779514737427
DP 519,1.9056,1.3919,2.5071,2.8758,2.4619,239558777.52761143,0.0033832904882729053
DP 520,2.3909,2.4147,1.5835,2.3916,1.8166,246710032.77968332,0.0034874099656008184
DP 521,2.1369,2.5672,1.9865,1.7818,2.4531,253807035.74922311,0.0035842688754200934
DP 522,1.8722,2.4966,2.1327,2.4464,1.7089,241671166.1572488,0.0034125479287467897
DP 523,2.0219,2.0785,1.7972,2.8125,2.7643,246914924.67254797,0.0034822203684598207
DP 524,1.9972,2.73,2.0611,1.8431,2.4827,254927421.35995021,0.0036033073556609452
DP 525,2.0635,2.9244,1.9224,1.8427,2.4679,258473290.09972924,0.0036475554225035012
DP 526,1.9931,2.4279,2.5192,1.5908,1.9809,251005098.94600105,0.0035426173417363316
DP 527,2.2109,3.1184,1.5892,1.4406,2.776,271577519.82254952,0.0038308718358166516
DP 528,2.1014,2.8001,1.7717,2.1233,2.9507,252078317.84483871,0.00356077665596136
DP 529,1.7119,1.2753,1.7941,3.3113,2.3043,261517773.89610961,0.0036934666568413377
DP 530,1.8747,2.5961,1.1401,1.9876,1.1754,324945362.5165118,0.00458182692527771
DP 531,2.2127,2.908,2.0689,1.6736,2.6546,242940210.35395044,0.0034289820760022849
DP 532,1.9519,1.5982,2.5405,1.5842,2.6824,273622321.810805,0.0038615271914750338
DP 533,2.0344,1.8247,2.4028,2.4411,1.7635,229514724.1266802,0.003232981932039062
DP 534,1.8409,1.6251,2.4903,2.7061,1.5621,247265832.20434806,0.0034931433453623739
DP 535,2.0315,1.4446,2.476,2.5166,1.5998,250887772.19505319,0.0035436106263659894
DP 536,2.1936,2.1439,2.3398,1.8789,2.2464,249875420.08060521,0.0035309236263856292
DP 537,2.075,2.1058,2.5019,1.8677,2.2543,246768321.38393623,0.0034857975551858544
DP 538,1.898,2.0674,2.2242,2.3399,2.1484,249167717.05488336,0.0035169465991202742
DP 539,1.9288,2.2668,2.2106,2.2853,2.4745,238466881.27063453,0.0033614386338740587
DP 540,1.8425,2.3209,2.2413,2.2498,2.5611,247448221.65108818,0.0034900251775979996
DP 541,2.0913,2.5426,2.1828,1.8934,2.2667,253218857.8492583,0.0035723394913864987
DP 542,2.1724,2.474,1.9833,1.9306,2.386,249050699.98413035,0.0035148535971529782
DP 543,1.786,2.7495,1.8184,2.4431,2.3995,247416045.28174946,0.0034919835743494332
DP 544,1.6312,1.9849,2.1252,2.5768,2.0971,255673267.29933116,0.0036091954809510047
DP 545,2.2132,2.6766,1.7009,2.1064,2.6554,255452010.03765616,0.0036064912047651079
DP 546,1.8816,2.2355,2.1019,2.4015,2.921,250075325.22026226,0.00353446532972157
DP 547,1.9107,2.4848,2.1196,1.9133,2.1146,261066895.42599806,0.0036895504454150796
DP 548,1.9626,1.5145,2.2929,2.7695,2.6579,248606739.46116537,0.0035069163423031569
DP 549,1.7374,2.599,1.6334,2.9814,2.1493,244988257.0565649,0.0034592972078826278
DP 550,1.2229,2.4309,1.2934,2.361,2.5625,307197049.03748989,0.0043297981928018007
DP 551,1.6315,2.3271,2.2447,2.2195,1.0189,257592366.3423906,0.0036352969085176787
DP 552,2.0351,2.7423,2.1579,1.9661,2.2447,253126404.82330245,0.0035730079980567098
DP 553,2.1837,1.4609,2.1771,2.7136,1.3465,258744810.24198824,0.0036497469991445541
DP 554,2.4117,1.161,1.813,2.9087,2.8052,246713512.378066,0.0034789988504988806
DP 555,1.8147,1.5201,1.3578,3.2482,2.4302,274441330.55392796,0.0038760244846343995
DP 556,2.1457,2.0276,2.0723,2.1568,3.0794,250623198.70081854,0.0035340609261766075
DP 557,1.8515,2.369,2.2065,2.2135,2.1638,253023198.0919489,0.0035698810695774024
DP 558,2.0911,2.5598,2.1744,1.9182,2.7502,250380383.89674431,0.0035352098348084837
DP 559,1.8455,2.106,2.1278,2.4887,2.3542,247600532.25955233,0.0034914614167064427
DP 560,1.9769,1.8904,2.2099,2.3823,2.2477,236119172.38160691,0.0033279708586633205
DP 561,2.2494,2.5404,1.7331,2.1605,2.7497,243822676.44912836,0.0034377021947875619
DP 562,2.0899,1.4703,2.5398,2.0941,2.3807,258403071.51255292,0.0036474484691603314
DP 563,1.9912,1.7892,2.1948,2.3503,2.0377,242285258.76950088,0.0034137969681372247
DP 564,1.7591,2.7178,1.7324,1.6047,3.0333,291476778.30184925,0.004117777687497437
DP 565,1.9634,2.1958,2.3956,2.2229,2.2566,237976976.33695078,0.00335639069921204
DP 566,2.0184,1.7625,1.9437,2.6942,2.4816,243620274.04858267,0.0034342263825237751
DP 567,1.4668,2.606,1.6395,3.0567,2.8972,253278825.04861253,0.003572402783902362
DP 568,2.2177,2.2475,1.9148,2.1737,2.6715,242664548.31406629,0.0034209401346743107
DP 569,2.4314,2.1644,2.2013,1.2567,1.9866,256478601.91692564,0.0036224313953425735
DP 570,1.7882,2.5798,2.042,2.1953,2.1911,255165789.06033334,0.0036040892009623349
DP 571,1.4632,2.5058,2.0859,2.7405,2.7557,242863938.46192452,0.0034267415546558118
DP 572,2.0758,1.4005,2.2431,3.1365,2.194,237592356.45071986,0.0033561932505108416
DP 573,1.9012,2.3568,2.1824,2.1654,2.8912,246288957.9296059,0.0034763701518790591
DP 574,1.3127,2.513,2.0055,2.8568,2.4521,246480312.95545942,0.0034814357641153038
